line_number,status,reasons,domain,training_exclusion_reasons,repaired_cherokee,repaired_english,raw_columns
8395,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏣᎵᏓᏍᏓ, ᎨᏍᏗ ᎠᏣᏗ ᏱᎩ ᎠᏯ...ᎠᎩᏯᏍᎦᏟ."""", You are mistaken","I am not a fish .. I am a crustacean.""""","ᏣᎵᏓᏍᏓ || ᎨᏍᏗ ᎠᏣᏗ ᏱᎩ ᎠᏯ...ᎠᎩᏯᏍᎦᏟ."""" || You are mistaken || I am not a fish .. I am a crustacean."""""
8396,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᎦᎵᎡᎵᎦ ᏥᏕᎾᏦᎯ ᏥᏍᏆᎸᎾ, ᎠᏎᏃ ᏫᏥ ᏩᏆᏓᏬᏍᏗ, ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ., Very nice to meet you Crawdaddy, but I must swim on",said Littlefish.,ᎦᎵᎡᎵᎦ ᏥᏕᎾᏦᎯ ᏥᏍᏆᎸᎾ || ᎠᏎᏃ ᏫᏥ ᏩᏆᏓᏬᏍᏗ ||  ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ. || Very nice to meet you Crawdaddy || but I must swim on ||  said Littlefish.
8398,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎨᏍᏗ ᏯᏍᎦᎢᎮ ᏥᏄᏍᏕ ᎠᎬᏱ ᏣᎴᏂᏍᎨ ᎠᏂᎩᏍᎬ, ᎾᎥᏂ ᏭᎷᏤᎢ, ᏏᏲ, ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ ᏃᎴ ᎨᏍᏗ ᎯᎸᎯᏳ ᏥᎪᎥ ᏂᎯ ᎢᏳᏍᏗ ᎠᏣᏗ."""", He was not afraid as he was when he started his journey, so he swam up to it ad said, Hello","I'm called Littlefish and I've never seen a fish like you.""""","ᎨᏍᏗ ᏯᏍᎦᎢᎮ ᏥᏄᏍᏕ ᎠᎬᏱ ᏣᎴᏂᏍᎨ ᎠᏂᎩᏍᎬ, ᎾᎥᏂ ᏭᎷᏤᎢ, ᏏᏲ || ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ ᏃᎴ ᎨᏍᏗ ᎯᎸᎯᏳ ᏥᎪᎥ ᏂᎯ ᎢᏳᏍᏗ ᎠᏣᏗ."""" || He was not afraid as he was when he started his journey, so he swam up to it ad said, Hello || I'm called Littlefish and I've never seen a fish like you."""""
8399,rejected_after_repair,too_long,,,"ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ."" ᎤᏛᏁ ᎠᏤᎯ ᎠᏣᏗ, ᏗᎦᏌᏆᎸ ᏚᏁᎦᎸ ᏗᎬᏗ, ᎠᏯ ᏓᎶᎨ ᎬᏉᏎᎰ ᎠᏂᏣᎳᎩ. ᏅᏲ ᏥᏓᎣ ᏃᎴ ᏕᏥᏅᎦᎵᏍᎪ."", ""Hello Littlefish. replied the new fish through rounded lips, I am called Hogsucker by the Cherokee people. I cling to rocks and clean them."" ""ᎦᎵᎡᎵᎩ ᏥᏕᎾᏦᎯ, ᏓᎶᎨ, ᎠᏎᏃ ᏰᎵ ᎪᎯᏓ ᎦᏓᏬᏍᎬ Ꮟ ᎤᏓᏅᎯᏓ ᎠᏇᏅᏍᏗ. ᏕᎾᏓᎪᎲᏳ ᏓᎶᎨ."", ""It is very nice to meet you, Hogsucker, but I have been swimming for a long time and still have a long way to go. I must swim on. Goodbye, Hogsucker."" ᏰᎵ ᏧᏙᏓᏆᏓ ᏃᎴ ᏧᏒᎯᏓ ᏧᎶᏐᏅ ᏰᎵ ᎢᏯᏂ ᎠᏂᏤ ᏧᎵᎢ ᏚᎾᏦᏎᎢ ᎠᏂᎩᏍᎬ.""",Many days and nights passed as Littlefish met new friends on his journey.,"ᏏᏲ ᎤᏍᏗ ᎠᏣᏗ."" ᎤᏛᏁ ᎠᏤᎯ ᎠᏣᏗ || ᏗᎦᏌᏆᎸ ᏚᏁᎦᎸ ᏗᎬᏗ || ᎠᏯ ᏓᎶᎨ ᎬᏉᏎᎰ ᎠᏂᏣᎳᎩ. ᏅᏲ ᏥᏓᎣ ᏃᎴ ᏕᏥᏅᎦᎵᏍᎪ."", ""Hello Littlefish. replied the new fish through rounded lips || I am called Hogsucker by the Cherokee people. I cling to rocks and clean them.""
""ᎦᎵᎡᎵᎩ ᏥᏕᎾᏦᎯ, ᏓᎶᎨ, ᎠᏎᏃ ᏰᎵ ᎪᎯᏓ ᎦᏓᏬᏍᎬ Ꮟ ᎤᏓᏅᎯᏓ ᎠᏇᏅᏍᏗ. ᏕᎾᏓᎪᎲᏳ ᏓᎶᎨ."", ""It is very nice to meet you, Hogsucker, but I have been swimming for a long time and still have a long way to go. I must swim on. Goodbye, Hogsucker.""
ᏰᎵ ᏧᏙᏓᏆᏓ ᏃᎴ ᏧᏒᎯᏓ ᏧᎶᏐᏅ ᏰᎵ ᎢᏯᏂ ᎠᏂᏤ ᏧᎵᎢ ᏚᎾᏦᏎᎢ ᎠᏂᎩᏍᎬ."" || Many days and nights passed as Littlefish met new friends on his journey."
8402,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎡᏆ ᎠᏣᏗ ᏭᎷᏤᎴᎢ, ᏏᏲ, ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ ᏃᎴ ᎠᏯ ᎢᏳᏍᏗ ᏤᏣᎧᏃᏗ."""", As he swam up to a big fish and said, Hello","I'm called Littlefish and you look like me.""""","ᎡᏆ ᎠᏣᏗ ᏭᎷᏤᎴᎢ, ᏏᏲ || ᎤᏍᏗ ᎠᏣᏗ ᎬᏉᏎᎰ ᏃᎴ ᎠᏯ ᎢᏳᏍᏗ ᏤᏣᎧᏃᏗ."""" || As he swam up to a big fish and said, Hello || I'm called Littlefish and you look like me."""""
8405,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᎠᏎᎩᏍᏉ ᏂᎯ ᎤᏍᏗ ᎠᏣᏗ, ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ., Then you must also be a Littlefish",replied Littlefish.,ᎠᏎᎩᏍᏉ ᏂᎯ ᎤᏍᏗ ᎠᏣᏗ ||  ᎤᏛᏁ ᎤᏍᏗ ᎠᏣᏗ. || Then you must also be a Littlefish ||  replied Littlefish.
8406,accepted_after_repair,,story_narrative,latin_heavy_left,"ᎭᏗ ᏔᎵᏓᏍᏗᏍᎭ."""", No","you are mistaken.""""","ᎭᏗ ᏔᎵᏓᏍᏗᏍᎭ."""" || No || you are mistaken."""""
8410,rejected_after_repair,low_cherokee_left,,,"ᎠᏂᏲᏟᎨ ᎠᎹᏱ ᎠᏍᏛᎢ ᎠᎾᏓᏬ, ᎥᏣ ᎾᎥᏂ, ᎥᏣ ᎭᏫᏂ, ᏃᎴ Ꮳ ᎦᏚᎢᏣ."""", See how the smaller ones swim along the side, not too close, not too deep","and not too high.""""","ᎠᏂᏲᏟᎨ ᎠᎹᏱ ᎠᏍᏛᎢ ᎠᎾᏓᏬ || ᎥᏣ ᎾᎥᏂ || ᎥᏣ ᎭᏫᏂ || ᏃᎴ Ꮳ ᎦᏚᎢᏣ."""" || See how the smaller ones swim along the side || not too close || not too deep || and not too high."""""
8414,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᎩᎳᏈᏴ ᎤᏍᏗ ᎠᏣᏗ ᎱᎶᏎ ᏃᎴ ᎯᎠ ᏄᏪᏎ, ᏏᏲ ᎡᏆ ᎠᏣᏗ, ᏃᏗ ᏫᏥᎢᏣ ᏭᏓᏬᎡ., Suddenly a small fish came by and said, Hello Bigfish",and swam on.,"ᎩᎳᏈᏴ ᎤᏍᏗ ᎠᏣᏗ ᎱᎶᏎ ᏃᎴ ᎯᎠ ᏄᏪᏎ, ᏏᏲ ᎡᏆ ᎠᏣᏗ ||  ᏃᏗ ᏫᏥᎢᏣ ᏭᏓᏬᎡ. || Suddenly a small fish came by and said, Hello Bigfish ||  and swam on."
8425,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏳᏫᎬᏩᏙᎯᏙᎴ, ᎠᏎᏃ ᏱᏮᎦᏥᎶᎢ ᎠᏔᎴᎦᏒ."""", I would swim back up to see you","but I'm too big to fit through.""""","ᏳᏫᎬᏩᏙᎯᏙᎴ || ᎠᏎᏃ ᏱᏮᎦᏥᎶᎢ ᎠᏔᎴᎦᏒ."""" || I would swim back up to see you || but I'm too big to fit through."""""
8427,accepted_after_repair,,story_narrative,,"ᏰᎵ ᎢᏯᏂ ᏧᎾᏓᎴᏅᏓ ᎠᏣᏗ ᏕᏥᎪᏩᏔ ᏗᎦᏓᏬᎢᎡ, ᏃᏗ ᎭᏇᏅᏍᏗ ᎤᏍᏆᎸ, ᎨᏉᎢ ᎯᎠ ᎦᏁᎲ ᎠᎹ.""""","I have seen and met many different fish along the way and now I must swim back because I am too big for this pond.""""","ᏰᎵ ᎢᏯᏂ ᏧᎾᏓᎴᏅᏓ ᎠᏣᏗ ᏕᏥᎪᏩᏔ ᏗᎦᏓᏬᎢᎡ || ᏃᏗ ᎭᏇᏅᏍᏗ ᎤᏍᏆᎸ || ᎨᏉᎢ ᎯᎠ ᎦᏁᎲ ᎠᎹ."""" || I have seen and met many different fish along the way and now I must swim back because I am too big for this pond."""""
8428,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏃᏉᏗ ᏥᎦᏔ ᎢᏴ ᎬᏩᏛᏗ, ᏛᏥᎷᏥᏗ ᏛᎬᏩᏔᎰᎵ."""", Now that I know where you are","I will come back and visit you.""""","ᏃᏉᏗ ᏥᎦᏔ ᎢᏴ ᎬᏩᏛᏗ || ᏛᏥᎷᏥᏗ ᏛᎬᏩᏔᎰᎵ."""" || Now that I know where you are || I will come back and visit you."""""
8429,accepted_after_repair,,story_narrative,latin_heavy_left,"ᏕᎾᏓᎪᎲᎤᎢ ᎩᏥ, ᎬᎨᏳ."""", Goodbye mother","I love you.""""","ᏕᎾᏓᎪᎲᎤᎢ ᎩᏥ || ᎬᎨᏳ."""" || Goodbye mother || I love you."""""
8431,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎬᎨᏳ ᎡᏆ ᎠᏣᏗ. ᏫᏥ ᏩᏓᏬᏣ, ᏫᏥ ᏩᏓᏬᏣ…"""", I love you Bigfish. Swim on","swim on…""""","ᎬᎨᏳ ᎡᏆ ᎠᏣᏗ. ᏫᏥ ᏩᏓᏬᏣ || ᏫᏥ ᏩᏓᏬᏣ…"""" || I love you Bigfish. Swim on || swim on…"""""
8453,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏌᏊ ᎢᏳᏩᎬᏘ ᎤᎦᏔᏊ ᎨᏎᎢ, ᏃᏊᏃ ᏒᎦᏔ ᎢᏈᎬᎢ ᎢᎩ."""", Once you were just a seed","now you are an apple tree.""""","ᏌᏊ ᎢᏳᏩᎬᏘ ᎤᎦᏔᏊ ᎨᏎᎢ || ᏃᏊᏃ ᏒᎦᏔ ᎢᏈᎬᎢ ᎢᎩ."""" || Once you were just a seed || now you are an apple tree."""""
8458,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏌᏊᏃ ᎢᏳᏩᎬᏘ ᎤᎦᏔᏊ ᎨᏎᎢ, ᏃᏊᏃ ᏒᎦᏔ ᎢᏈᎬᎢ ᎢᎩ."""", Once you were just a seed","now you are an apple tree.""""","ᏌᏊᏃ ᎢᏳᏩᎬᏘ ᎤᎦᏔᏊ ᎨᏎᎢ || ᏃᏊᏃ ᏒᎦᏔ ᎢᏈᎬᎢ ᎢᎩ."""" || Once you were just a seed || now you are an apple tree."""""
8462,accepted_after_repair,,story_narrative,,"ᎤᏍᏗ ᎢᏈᎬᎢ, ᎦᏙᏊᎢ?"" ᎤᏓᏛᏛᏁᎢ ᎤᏍᏗ ᎠᏧᏣ.""","What's wrong little tree?"" the boy asked.""","ᎤᏍᏗ ᎢᏈᎬᎢ || ᎦᏙᏊᎢ?"" ᎤᏓᏛᏛᏁᎢ ᎤᏍᏗ ᎠᏧᏣ."" || What's wrong little tree?"" the boy asked."""
8464,accepted_after_repair,,story_narrative,,"ᎠᏧᏣᏃ ᎢᏄᏪᏎᎢ, ᏃᏊᏃ ᎢᎩᎾᏔᎾ ᏂᎾᎵᏍᏔᏅᎢ, ᏧᏓᎴᏅᏓ ᎪᎱᏍᏗ ᏱᎨᎦᎾᏛᏁᏗ ᎨᏎᏍᏗ!""""","The boy replied, When we are big we will both be able to do lots of things!""""","ᎠᏧᏣᏃ ᎢᏄᏪᏎᎢ, ᏃᏊᏃ ᎢᎩᎾᏔᎾ ᏂᎾᎵᏍᏔᏅᎢ || ᏧᏓᎴᏅᏓ ᎪᎱᏍᏗ ᏱᎨᎦᎾᏛᏁᏗ ᎨᏎᏍᏗ!"""" || The boy replied, When we are big we will both be able to do lots of things!"""""
8469,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎤᏔᎾ ᎩᎦᎨ ᏒᎦᏔ ᏂᏨᏅᏓ, ᎤᏓᏙᏎᎴᎢ."", You have a big red apple",he said.,"ᎤᏔᎾ ᎩᎦᎨ ᏒᎦᏔ ᏂᏨᏅᏓ, ᎤᏓᏙᏎᎴᎢ."" || You have a big red apple ||  he said."
8472,accepted_after_repair,,general_parallel,latin_heavy_left,"ᏩᏙ, ᎤᏓᏙᏎᎴᎢ Ꮎ ᎠᏧᏣ., Thank you",the boy said.,ᏩᏙ ||  ᎤᏓᏙᏎᎴᎢ Ꮎ ᎠᏧᏣ. || Thank you ||  the boy said.
8479,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏌᏊ ᎢᏳᏩᎬᏘ ᎤᎦᏔᏊ ᎨᏎᎢ, ᏃᏊᏃ ᏒᎦᏔ ᎢᏈᎬᎢ ᎢᎩ."""", Once just a tiny seed","now you are an apple tree.""""","ᏌᏊ ᎢᏳᏩᎬᏘ ᎤᎦᏔᏊ ᎨᏎᎢ || ᏃᏊᏃ ᏒᎦᏔ ᎢᏈᎬᎢ ᎢᎩ."""" || Once just a tiny seed || now you are an apple tree."""""
8488,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏌᏊ ᎢᏳᏩᎬᏘ ᎤᎦᏔᏊ ᎨᏎᎢ, ᏃᏊᏃ ᎤᏔᏅ ᏒᎦᏔ ᎢᏈᎬᎢ ᎢᎩ."""", You were once just a seed","now you are a big apple tree.""""","ᏌᏊ ᎢᏳᏩᎬᏘ ᎤᎦᏔᏊ ᎨᏎᎢ || ᏃᏊᏃ ᎤᏔᏅ ᏒᎦᏔ ᎢᏈᎬᎢ ᎢᎩ."""" || You were once just a seed || now you are a big apple tree."""""
8489,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏒᎦᏔ ᎢᏈᎬᎢ ᎯᎠ ᎢᏄᏪᏎᎴᎢ, ᎥᎥ, ᏃᏊᏃ ᎠᏇᏆᏨᎢ ᏒᎦᏔ ᎢᏈᎬᎢ ᎯᎠᏃ ᏓᎶᏂᎨ ᏒᎦᏔ ᎠᏃᏍᏓ ᎠᏎᏃ Ꮭ ᎢᎸᎯᏳ ᏱᎦᏥᏴᎨᏳ Ꮎ ᎢᎬᏱᎢ ᏒᎦᏔ, ᎾᏍᎩ ᎤᏁᏝᏅᎯ ᎩᎦᎨᎢ ᎢᏳᏩᏁᎸᎢ ..."""", The apple tree replied, Yes, I am a big apple tree now and these yellow apples are very grad, but I will never forget my first apple","the one the Creator made red ...""""","ᏒᎦᏔ ᎢᏈᎬᎢ ᎯᎠ ᎢᏄᏪᏎᎴᎢ, ᎥᎥ || ᏃᏊᏃ ᎠᏇᏆᏨᎢ ᏒᎦᏔ ᎢᏈᎬᎢ ᎯᎠᏃ ᏓᎶᏂᎨ ᏒᎦᏔ ᎠᏃᏍᏓ ᎠᏎᏃ Ꮭ ᎢᎸᎯᏳ ᏱᎦᏥᏴᎨᏳ Ꮎ ᎢᎬᏱᎢ ᏒᎦᏔ || ᎾᏍᎩ ᎤᏁᏝᏅᎯ ᎩᎦᎨᎢ ᎢᏳᏩᏁᎸᎢ ..."""" || The apple tree replied, Yes || I am a big apple tree now and these yellow apples are very grad || but I will never forget my first apple || the one the Creator made red ..."""""
8493,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᎩᎳ ᎠᎬᏱ ᏓᎨᏏ ᏧᎦᏃᏮ ᏗᏣ ᎠᏮᏅᎦ ᎠᏆᏕᎶᎰᎯᏍᏗ Ꭳ!"", ""This is my first trip South I can hardly wait to know OH!"" ""ᎢᎾᏧ ᏫᎦᎶᎯᏍᏗ?"", ""Is it very far down there?"" ""ᎲᎦ ᎢᏳᏓᏅᎯᏓ ᏫᎦᎶᎯᏍᏗ?"", ""How far do we have to go?"" “ᏃᏗ ᎠᏆᏛᏅᎢᏍᏔᏃᏂᏗ, ” ᎤᏛᏁ ᎤᏥ"", I'm almost ready",said his mom,"“ᎩᎳ ᎠᎬᏱ ᏓᎨᏏ ᏧᎦᏃᏮ ᏗᏣ ᎠᏮᏅᎦ ᎠᏆᏕᎶᎰᎯᏍᏗ Ꭳ!"", ""This is my first trip South I can hardly wait to know OH!""
""ᎢᎾᏧ ᏫᎦᎶᎯᏍᏗ?"", ""Is it very far down there?""
""ᎲᎦ ᎢᏳᏓᏅᎯᏓ ᏫᎦᎶᎯᏍᏗ?"", ""How far do we have to go?""
“ᏃᏗ ᎠᏆᏛᏅᎢᏍᏔᏃᏂᏗ || ” ᎤᏛᏁ ᎤᏥ"" || I'm almost ready ||  said his mom"
8495,accepted_after_repair,,story_narrative,latin_heavy_left,"ᏧᏓᏏ, ᎾᎥᏂ ᎯᏃᎯᎵᏎᏍᏗ ᎤᎾᏰᎯᏍᏗ ᏫᏓᏗᎶᏏ.”"", Buddy","you must stay close to us For a very hard trip it will be.""""","ᏧᏓᏏ || ᎾᎥᏂ ᎯᏃᎯᎵᏎᏍᏗ ᎤᎾᏰᎯᏍᏗ ᏫᏓᏗᎶᏏ.”"" || Buddy || you must stay close to us For a very hard trip it will be."""""
8513,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"“ᏑᎾᎴ ᏂᎦᎵᏍᏔᏅ ᏓᏥᎦᏘᏗ ᎾᎯᏳ ᎨᏒ ᎤᏪᎵᏎ, ᎪᎱᏍᏗ ᏯᏍᎦᎢᎲᎾ."", I'll wait until it is morning, then I'll go","he thought, feeling bold.","“ᏑᎾᎴ ᏂᎦᎵᏍᏔᏅ ᏓᏥᎦᏘᏗ  ᎾᎯᏳ ᎨᏒ ᎤᏪᎵᏎ || ᎪᎱᏍᏗ ᏯᏍᎦᎢᎲᎾ."" || I'll wait until it is morning || then I'll go ||  he thought, feeling bold."
8523,rejected_after_repair,low_cherokee_left,,,"“Ꭵ, ᎤᏙᏳᎯ,” ᎤᏛᏁ, Yes, you are right",he said,"“Ꭵ, ᎤᏙᏳᎯ,” ᎤᏛᏁ || Yes || you are right ||  he said"
8524,accepted_after_repair,,general_parallel,,"ᎠᏎᎩ ᎤᏲ ᏱᏂᎬᎦ ᏤᏣᎧᏃᏗ """"",I guess I would mess up your looks,"ᎠᏎᎩ ᎤᏲ ᏱᏂᎬᎦ ᏤᏣᎧᏃᏗ """" || I guess I would mess up your looks || "
8527,rejected_after_repair,low_cherokee_left,,,"“ᎤᏟᏂᎩᏓ ᎠᏓᏯ ᏧᎬ ᏓᏥᏯᏛᏛᏂ ᎨᎵᎠ ᏳᏣᏅᏓ,” ᎤᏛᏁ, I'll ask that big strong oak tree, I'm sure he'll have some room",he said.,"“ᎤᏟᏂᎩᏓ ᎠᏓᏯ ᏧᎬ ᏓᏥᏯᏛᏛᏂ ᎨᎵᎠ ᏳᏣᏅᏓ,” ᎤᏛᏁ || I'll ask that big strong oak tree || I'm sure he'll have some room ||  he said."
8536,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᎠᏆᏦᎩ ᎠᏆᏣᏪᏐᎸᏍᏗ ᏃᎴ ᎠᎩᎦᏘᏗᏍᏗ, ᎪᎳ ᎠᏂᎩᏍᎬ ᎢᎪᎯᏓ."""", I cannot find a place to stay and wait","until winter is gone.""""","ᎠᏆᏦᎩ ᎠᏆᏣᏪᏐᎸᏍᏗ ᏃᎴ ᎠᎩᎦᏘᏗᏍᏗ || ᎪᎳ ᎠᏂᎩᏍᎬ ᎢᎪᎯᏓ."""" || I cannot find a place to stay and wait || until winter is gone."""""
8543,accepted_after_repair,,story_narrative,,"“Ꭳ, ᎣᏍᏓᏗ ᏤᏣᎧᏃᏗ.”, Oh","you look just fine to me.""""","“Ꭳ, ᎣᏍᏓᏗ ᏤᏣᎧᏃᏗ.” || Oh || you look just fine to me."""""
8570,accepted_after_repair,,story_narrative,named_entity_heavy|latin_heavy_left,"ᏓᏥᏩᏛᎯ ᎢᏗᎬᎾᏗ ᏗᎪᏪᎶᏗ ᎠᏯ ᎢᎩᏠᏯ ᎢᏗᏴᏫ, ᎤᏛᏁᎢ., I will invent writing for our people",he said.,ᏓᏥᏩᏛᎯ ᎢᏗᎬᎾᏗ ᏗᎪᏪᎶᏗ ᎠᏯ ᎢᎩᏠᏯ ᎢᏗᏴᏫ ||  ᎤᏛᏁᎢ. || I will invent writing for our people ||  he said.
8576,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᏄᏓᏅᏛᎾᏛ, ᎠᎾᏗᏍᎨ ᎠᏂᏴᏫ., He is crazy",the people jeered.,ᏄᏓᏅᏛᎾᏛ ||  ᎠᎾᏗᏍᎨ ᎠᏂᏴᏫ. || He is crazy ||  the people jeered.
8578,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᎡᏕᏲᎲᎦ ᎯᎠ ᎤᏓᏅᏕᏙᏗ, ᎠᎾᏗᏍᎨ ᎾᎥ ᎢᏳᎾᏓᎵ., We should teach him a lesson",the neighbors hooted.,ᎡᏕᏲᎲᎦ ᎯᎠ ᎤᏓᏅᏕᏙᏗ ||  ᎠᎾᏗᏍᎨ ᎾᎥ ᎢᏳᎾᏓᎵ. || We should teach him a lesson ||  the neighbors hooted.
8580,accepted_after_repair,,general_parallel,named_entity_heavy|latin_heavy_left,"ᎢᏓᎪᎲᏍᏗ ᎤᏓᏁᎸᎢ, ᎠᏎᎯᏅ., Let's burn down his cabin",they cried.,ᎢᏓᎪᎲᏍᏗ ᎤᏓᏁᎸᎢ ||  ᎠᏎᎯᏅ. || Let's burn down his cabin ||  they cried.
8601,accepted_after_repair,,story_narrative,,"Ꭷ ᎦᏙᎯ ᎨᏎ ᎯᎠ ᎠᏍᎦᏯ ᏍᏏᏉᏯ?"" ᎡᏙᏓ ᎠᏆᏛᏛᏅ."", Now","who was this Sequoyah?"" my father asks.""","Ꭷ ᎦᏙᎯ ᎨᏎ ᎯᎠ ᎠᏍᎦᏯ ᏍᏏᏉᏯ?"" ᎡᏙᏓ ᎠᏆᏛᏛᏅ."" || Now || who was this Sequoyah?"" my father asks."""
8616,accepted_after_repair,,story_narrative,,"ᎾᏍᎩ ᎯᎠ ᏣᎾᏕᎦᏪᏎᎮᎢ, ᎨᎾ, ᎤᏍᏗ ᎠᎨᏳᏣ, ᎨᎾ ᏣᎵᏏ ᏩᏣᏔᏬᎢᏏ ᏍᏔᏰᎬᎢ.""""","She would say to them, “Come, little girl, come to your granny and let me comb your hair.”","ᎾᏍᎩ ᎯᎠ ᏣᎾᏕᎦᏪᏎᎮᎢ, ᎨᎾ || ᎤᏍᏗ ᎠᎨᏳᏣ || ᎨᎾ ᏣᎵᏏ ᏩᏣᏔᏬᎢᏏ ᏍᏔᏰᎬᎢ."""" || She would say to them, “Come, little girl, come to your granny and let me comb your hair.”"
8619,accepted_after_repair,,story_narrative,,"ᎤᏪᎳ ᏥᎩᎠ, ᏧᏪᎳ ᏕᏥᎩᏍᎪᎢ Ꮡ, Ꮜ, ᏌᎢ""""","“Liver, I eat... su sa sai”","ᎤᏪᎳ ᏥᎩᎠ || ᏧᏪᎳ ᏕᏥᎩᏍᎪᎢ Ꮡ || Ꮜ || ᏌᎢ"""" || “Liver, I eat... su sa sai”"
8620,accepted_after_repair,,story_narrative,,"ᎭᎸᎢᏳ ᎤᏤᎵᏛ ᎦᏃᏟᏙᎯ ᏣᎪᏘᏍᎨᎢ ᎪᏍᏓᏱ ᏗᎦᏘᏍᏙᏗ ᎦᏰᏌᏛᎢ ᏍᎩᎾ ᎤᏩᏏ ᏚᏓᏥᎶᏍᏓᏅᎢ ᎢᎾᎨᎢ ᎢᏣ ᏫᎦᎶᏍᎬᎢ ᏃᎴ ᏕᎧᏃᎩᏍᎨ, ᎤᏪᎳ ᏥᎩᎠ ᏧᏪᎳ ᏕᏥᎩᏍᎪᎢ Ꮡ, Ꮜ, ᏌᎢ""""",Sometimes a solitary hunter would see Spearfinger in her proper form going through the woods singing to herself... “liver I eat su sa sai”,"ᎭᎸᎢᏳ ᎤᏤᎵᏛ ᎦᏃᏟᏙᎯ ᏣᎪᏘᏍᎨᎢ ᎪᏍᏓᏱ ᏗᎦᏘᏍᏙᏗ ᎦᏰᏌᏛᎢ ᏍᎩᎾ ᎤᏩᏏ ᏚᏓᏥᎶᏍᏓᏅᎢ ᎢᎾᎨᎢ ᎢᏣ ᏫᎦᎶᏍᎬᎢ ᏃᎴ ᏕᎧᏃᎩᏍᎨ, ᎤᏪᎳ ᏥᎩᎠ ᏧᏪᎳ ᏕᏥᎩᏍᎪᎢ Ꮡ || Ꮜ || ᏌᎢ"""" || Sometimes a solitary hunter would see  Spearfinger in her proper form going through the woods singing to herself... “liver I eat su sa sai”"
8641,accepted_after_repair,,story_narrative,,"ᏗᏧᎧᎬᎢ ᏧᎩᎴ ᏃᎴ ᏣᏚᏃᎩᏎᎢ, ᎤᏂ, ᎤᏂ, ᎤᏂ, ᏥᏍᏆ ᏔᏯᎪᎦ.","It perched on a tree and sang out “un, un, un”.","ᏗᏧᎧᎬᎢ ᏧᎩᎴ ᏃᎴ ᏣᏚᏃᎩᏎᎢ, ᎤᏂ || ᎤᏂ || ᎤᏂ ||  ᏥᏍᏆ ᏔᏯᎪᎦ. || It perched on a tree and sang out “un, un, un”."
8642,accepted_after_repair,,story_narrative,,"ᎯᎠᏃ ᎠᏂᏃᏟᏙᎯ ᎯᎠ ᏂᎦᏪᏍᎬᎢ ᏧᏁᎵᏎᎢ ᎤᎾᎱ, ᎱᏰᎳᏚᎢ ᎯᎠ ᎪᏪᎸᎢ ᎤᏓᎾᏛᎢ, ᎠᏎᏃ ᏣᏓᏍᏆᎵᏍᏗᏍᎨ ᏗᎦᏟᏓ ᏃᎴ ᎡᎳᏗ ᏣᏗᏥᎮᎢ.","The hunters thought the titmouse was saying “unahu”, which means heart. They aimed their arrows at Spearfinger’s heart, but the arrows just broke and fell to the ground.","ᎯᎠᏃ ᎠᏂᏃᏟᏙᎯ ᎯᎠ ᏂᎦᏪᏍᎬᎢ ᏧᏁᎵᏎᎢ ᎤᎾᎱ ||  ᎱᏰᎳᏚᎢ ᎯᎠ ᎪᏪᎸᎢ ᎤᏓᎾᏛᎢ, ᎠᏎᏃ ᏣᏓᏍᏆᎵᏍᏗᏍᎨ ᏗᎦᏟᏓ ᏃᎴ ᎡᎳᏗ ᏣᏗᏥᎮᎢ. || The hunters thought the titmouse was saying “unahu”, which means heart. They aimed their arrows at Spearfinger’s heart, but the arrows just broke and fell to the ground."
